FACT_DATE,COLLATERAL_TYPE,SECURITY_TYPE,MARKET_VALUE_EUR,COLLATERAL_VALUE_EUR
21/01/2021,B,null,2450790956,2402382921
21/01/2021,C,null,26985402747,26880922261
21/01/2021,S,STOCKS,845221013,619051470
22/01/2021,B,BANK BONDS,8250362814,7440167715
22/01/2021,B,CORPORATE BONDS,1516903473,1355133536
22/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27048351194,24271256147
22/01/2021,B,STATE AGENCIES,1539842186,1424773756
22/01/2021,B,STATE/MUNICIPAL BONDS,3084579176,2934851241
22/01/2021,B,null,2622460966,2576809395
22/01/2021,C,null,26401051298,26299779933
22/01/2021,S,STOCKS,950914773,701561614
25/01/2021,B,BANK BONDS,7882466499,7111531864
25/01/2021,B,CORPORATE BONDS,1510041564,1343694189
25/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27062922702,24284047332
25/01/2021,B,STATE AGENCIES,1718630141,1591098151
25/01/2021,B,STATE/MUNICIPAL BONDS,2939893816,2801189040
25/01/2021,B,null,2338619858,2289686725
25/01/2021,C,null,26713770328,26610113679
25/01/2021,S,STOCKS,923818544,680432348
26/01/2021,B,BANK BONDS,7927598758,7136466566
26/01/2021,B,CORPORATE BONDS,1507574428,1342512216
26/01/2021,B,SOVEREIGN GOVERNMENT BONDS,28026112088,25094212889
26/01/2021,B,STATE AGENCIES,1800709313,1670446689
26/01/2021,B,STATE/MUNICIPAL BONDS,2916115859,2775761920
26/01/2021,B,null,2175817275,2133474017
26/01/2021,C,null,26444554492,26335130191
26/01/2021,S,STOCKS,950155569,701298172
27/01/2021,B,BANK BONDS,7890725793,7109068940
27/01/2021,B,CORPORATE BONDS,1467946180,1308090646
27/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27597856184,24633465684
27/01/2021,B,STATE AGENCIES,1783040632,1655436798
27/01/2021,B,STATE/MUNICIPAL BONDS,2905470795,2763220861
27/01/2021,B,null,2377937718,2336491378
27/01/2021,C,null,25836254238,25729194305
27/01/2021,S,STOCKS,912470053,673800657
28/01/2021,B,BANK BONDS,7966947506,7183635292
28/01/2021,B,CORPORATE BONDS,1403932207,1257717748
28/01/2021,B,SOVEREIGN GOVERNMENT BONDS,28278867571,25259052324
28/01/2021,B,STATE AGENCIES,1773088389,1637369020
28/01/2021,B,STATE/MUNICIPAL BONDS,2877645961,2726999648
28/01/2021,B,null,2352504441,2303199485
28/01/2021,C,null,25501486082,25399652198
28/01/2021,S,STOCKS,877699363,645918888
29/01/2021,B,BANK BONDS,7684168127,6902036800
29/01/2021,B,CORPORATE BONDS,1355027103,1213523564
29/01/2021,B,SOVEREIGN GOVERNMENT BONDS,28315632195,25305907924
29/01/2021,B,STATE AGENCIES,1810954716,1673627793
29/01/2021,B,STATE/MUNICIPAL BONDS,2919760074,2770708843
29/01/2021,B,null,2186147687,2143617374
29/01/2021,C,null,25386022788,25282151410
29/01/2021,S,STOCKS,849250111,624810281
01/02/2021,B,BANK BONDS,7664004563,6885106906
01/02/2021,B,CORPORATE BONDS,1379145794,1236382985
01/02/2021,B,SOVEREIGN GOVERNMENT BONDS,28113266840,25192764634
01/02/2021,B,STATE AGENCIES,1849170443,1761998920
01/02/2021,B,STATE/MUNICIPAL BONDS,2953637084,2810513608
01/02/2021,B,null,2046144543,2005723082
01/02/2021,C,null,25341256270,25236028921
01/02/2021,S,STOCKS,792049647,583534899
02/02/2021,B,BANK BONDS,7634604140,6864462576
02/02/2021,B,CORPORATE BONDS,1357765536,1216965017
02/02/2021,B,SOVEREIGN GOVERNMENT BONDS,28617520613,25666328691
02/02/2021,B,STATE AGENCIES,1810115093,1726490039
02/02/2021,B,STATE/MUNICIPAL BONDS,2834187212,2695254458
02/02/2021,B,null,2145931631,2106551085
02/02/2021,C,null,25549500399,25443970079
02/02/2021,S,STOCKS,759337263,559604382
03/02/2021,B,BANK BONDS,7548847478,6786447370
03/02/2021,B,CORPORATE BONDS,1396415871,1251414567
03/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29015369013,26023538690
03/02/2021,B,STATE AGENCIES,1906491172,1819758608
03/02/2021,B,STATE/MUNICIPAL BONDS,3044146381,2910860712
03/02/2021,B,null,2135034727,2095526714
03/02/2021,C,null,25345298957,25242986465
03/02/2021,S,STOCKS,674719475,500394988
04/02/2021,B,BANK BONDS,7590028790,6818927627
04/02/2021,B,CORPORATE BONDS,1414932030,1268534641
04/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29637080445,26627957133
04/02/2021,B,STATE AGENCIES,2285167908,2189920955
04/02/2021,B,STATE/MUNICIPAL BONDS,2849427794,2717286140
04/02/2021,B,null,2025263181,1986444418
04/02/2021,C,null,25050814544,24937577593
04/02/2021,S,STOCKS,681873507,508594831
05/02/2021,B,BANK BONDS,7661063616,6889996089
05/02/2021,B,CORPORATE BONDS,1410370594,1263521173
05/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29393308780,26409152407
05/02/2021,B,STATE AGENCIES,2221851076,2082717464
05/02/2021,B,STATE/MUNICIPAL BONDS,2623957129,2505141733
05/02/2021,B,null,2058471700,2033330479
05/02/2021,C,null,25458719979,25357185921
05/02/2021,S,STOCKS,669247878,499934532
08/02/2021,B,BANK BONDS,8049126443,7241207471
08/02/2021,B,CORPORATE BONDS,1436372683,1288999281
08/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29032400760,26129967253
08/02/2021,B,STATE AGENCIES,2483839661,2336454285
08/02/2021,B,STATE/MUNICIPAL BONDS,2643300683,2525874692
08/02/2021,B,null,1641812449,1626819226
08/02/2021,C,null,25045015335,24945715414
08/02/2021,S,STOCKS,667093890,497947529
09/02/2021,B,BANK BONDS,7886286733,7084706181
09/02/2021,B,CORPORATE BONDS,1440310531,1288129321
09/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29400528975,26461759245
09/02/2021,B,STATE AGENCIES,2480516036,2327010489
09/02/2021,B,STATE/MUNICIPAL BONDS,2724888278,2604847297
09/02/2021,B,null,1583846082,1688363441
09/02/2021,C,null,25094869549,24994945159
09/02/2021,S,STOCKS,629209960,468800548
10/02/2021,B,BANK BONDS,7765412741,6944652413
10/02/2021,B,CORPORATE BONDS,1507969483,1350893201
10/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29341121925,26366460635
10/02/2021,B,STATE AGENCIES,2380833654,2236637587
10/02/2021,B,STATE/MUNICIPAL BONDS,2761705132,2636200555
10/02/2021,B,null,1612288077,1730078909
10/02/2021,C,null,24500994161,24405496756
10/02/2021,S,STOCKS,660068564,493110676
11/02/2021,B,BANK BONDS,7755042425,6959825657
11/02/2021,B,CORPORATE BONDS,1517742674,1360235346
11/02/2021,B,SOVEREIGN GOVERNMENT BONDS,28992492178,26032127095
11/02/2021,B,STATE AGENCIES,2356200892,2218345768
11/02/2021,B,STATE/MUNICIPAL BONDS,2749990500,2646621768
11/02/2021,B,null,1699998887,1817302689
11/02/2021,C,null,24323775026,24236278442
11/02/2021,S,STOCKS,713328045,534705847
12/02/2021,B,BANK BONDS,7816508517,7013132077
12/02/2021,B,CORPORATE BONDS,1507606075,1351100212
12/02/2021,B,SOVEREIGN GOVERNMENT BONDS,28966607431,26020981981
12/02/2021,B,STATE AGENCIES,2399644870,2260838587
12/02/2021,B,STATE/MUNICIPAL BONDS,2887751490,2775431559
12/02/2021,B,null,1689370807,1788769756
12/02/2021,C,null,24874996213,24778465922
12/02/2021,S,STOCKS,714100099,535518886
15/02/2021,B,BANK BONDS,7608072031,6823807317
15/02/2021,B,CORPORATE BONDS,1430431795,1283853760
15/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29100009551,26185630444
15/02/2021,B,STATE AGENCIES,2240999095,2127898599
15/02/2021,B,STATE/MUNICIPAL BONDS,2729916513,2616861564
15/02/2021,B,null,1432879474,1529727597
15/02/2021,C,null,25264086705,25167734357
15/02/2021,S,STOCKS,715773133,536286506
16/02/2021,B,BANK BONDS,7728789561,6940151885
16/02/2021,B,CORPORATE BONDS,1422241111,1274294777
16/02/2021,B,SOVEREIGN GOVERNMENT BONDS,29796688166,26858291303
16/02/2021,B,STATE AGENCIES,2538572037,2385581483
16/02/2021,B,STATE/MUNICIPAL BONDS,2743630585,2629332663
16/02/2021,B,null,1589783869,1685618161
16/02/2021,C,null,25007568468,24913442377
16/02/2021,S,STOCKS,688646144,515710793
17/02/2021,B,BANK BONDS,7637275244,6855780783
17/02/2021,B,CORPORATE BONDS,1436970261,1288276762
17/02/2021,B,SOVEREIGN GOVERNMENT BONDS,30938456625,27921063080
17/02/2021,B,STATE AGENCIES,2483233620,2338241725
17/02/2021,B,STATE/MUNICIPAL BONDS,2737469273,2625787097
17/02/2021,B,null,1812398238,1803283619
17/02/2021,C,null,24138257885,24032983255
17/02/2021,S,STOCKS,744294752,556783186
18/02/2021,B,BANK BONDS,7637998583,6858076678
18/02/2021,B,CORPORATE BONDS,1477117504,1327471128
18/02/2021,B,SOVEREIGN GOVERNMENT BONDS,30693548018,27721979727
18/02/2021,B,STATE AGENCIES,2580669883,2428988363
18/02/2021,B,STATE/MUNICIPAL BONDS,2684838632,2574393927
18/02/2021,B,null,1872189740,1863496087
18/02/2021,C,null,23134618714,23030308234
18/02/2021,S,STOCKS,709453434,531873891
19/02/2021,B,BANK BONDS,7547943676,6778994315
19/02/2021,B,CORPORATE BONDS,1461622483,1312117551
19/02/2021,B,SOVEREIGN GOVERNMENT BONDS,30614296060,27652863905
19/02/2021,B,STATE AGENCIES,2316546873,2179774810
19/02/2021,B,STATE/MUNICIPAL BONDS,2695322256,2572550525
19/02/2021,B,null,1838753156,1817046037
19/02/2021,C,null,22949007401,22850076813
19/02/2021,S,STOCKS,684612664,513271544
22/02/2021,B,BANK BONDS,7588952329,6820962360
22/02/2021,B,CORPORATE BONDS,1463065133,1312432880
22/02/2021,B,SOVEREIGN GOVERNMENT BONDS,30838190965,27909177462
22/02/2021,B,STATE AGENCIES,2400145374,2259357253
22/02/2021,B,STATE/MUNICIPAL BONDS,2689406588,2567099812
22/02/2021,B,null,1675548387,1651289536
22/02/2021,C,null,24548914474,24424898491
22/02/2021,S,STOCKS,771069330,578855064
23/02/2021,B,BANK BONDS,7579313301,6812397845
23/02/2021,B,CORPORATE BONDS,1432882973,1283951595
23/02/2021,B,SOVEREIGN GOVERNMENT BONDS,30868870260,27942948533
23/02/2021,B,STATE AGENCIES,2299470397,2162261454
23/02/2021,B,STATE/MUNICIPAL BONDS,2764804212,2636595300
23/02/2021,B,null,1504791448,1478271422
23/02/2021,C,null,24810969860,24699892375
23/02/2021,S,STOCKS,733557145,551594538
24/02/2021,B,BANK BONDS,7630818174,6855351781
24/02/2021,B,CORPORATE BONDS,1431639778,1282903786
24/02/2021,B,SOVEREIGN GOVERNMENT BONDS,30618214904,27706006330
24/02/2021,B,STATE AGENCIES,2282715621,2148836496
24/02/2021,B,STATE/MUNICIPAL BONDS,2742383850,2614896338
24/02/2021,B,null,1473029922,1453642943
24/02/2021,C,null,24145596951,24043088473
24/02/2021,S,STOCKS,606947110,454332531
25/02/2021,B,BANK BONDS,7569512841,6800379344
25/02/2021,B,CORPORATE BONDS,1419054627,1269738557
25/02/2021,B,SOVEREIGN GOVERNMENT BONDS,31393615551,28488175133
25/02/2021,B,STATE AGENCIES,2301576532,2167207375
25/02/2021,B,STATE/MUNICIPAL BONDS,2803531234,2669165946
25/02/2021,B,null,1457825503,1437370993
25/02/2021,C,null,24446571606,24345455594
25/02/2021,S,STOCKS,599389271,448778994
26/02/2021,B,BANK BONDS,7994522418,7163375849
26/02/2021,B,CORPORATE BONDS,1446686758,1278805490
26/02/2021,B,SOVEREIGN GOVERNMENT BONDS,32181742325,29220106145
26/02/2021,B,STATE AGENCIES,2056241976,1921456874
26/02/2021,B,STATE/MUNICIPAL BONDS,2822285122,2689114968
26/02/2021,B,null,1234641597,1212047846
26/02/2021,C,null,23658726425,23553265335
26/02/2021,S,STOCKS,483855054,361830877
01/03/2021,B,BANK BONDS,8088664937,7255075867
01/03/2021,B,CORPORATE BONDS,1477437291,1307686983
01/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32220930182,29227030181
01/03/2021,B,STATE AGENCIES,2259081212,2117847259
01/03/2021,B,STATE/MUNICIPAL BONDS,2864210377,2724165799
01/03/2021,B,null,1175773271,1157784512
01/03/2021,C,null,23669642911,23562698108
01/03/2021,S,STOCKS,498681193,372938900
02/03/2021,B,BANK BONDS,7956444959,7129411141
02/03/2021,B,CORPORATE BONDS,1510423566,1330737286
02/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32364363353,29359486913
02/03/2021,B,STATE AGENCIES,2024767057,1890409725
02/03/2021,B,STATE/MUNICIPAL BONDS,2922242313,2786173099
02/03/2021,B,null,1269987904,1251095831
02/03/2021,C,null,23636338708,23539490652
02/03/2021,S,STOCKS,481824034,360253905
03/03/2021,B,BANK BONDS,7844647727,7026021654
03/03/2021,B,CORPORATE BONDS,1686290817,1462002158
03/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32051620250,29083537437
03/03/2021,B,STATE AGENCIES,1881620843,1757260794
03/03/2021,B,STATE/MUNICIPAL BONDS,2927367964,2794307695
03/03/2021,B,null,1468482310,1450190818
03/03/2021,C,null,24745753684,24626390942
03/03/2021,S,STOCKS,487169580,364521488
04/03/2021,B,BANK BONDS,7842339478,7024272825
04/03/2021,B,CORPORATE BONDS,1753267960,1512984050
04/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32133072246,29164706683
04/03/2021,B,STATE AGENCIES,1846380352,1722930803
04/03/2021,B,STATE/MUNICIPAL BONDS,3025491165,2880663363
04/03/2021,B,null,1381127937,1368995748
04/03/2021,C,null,23801139002,23700589213
04/03/2021,S,STOCKS,578101304,423445161
05/03/2021,B,BANK BONDS,7785353816,6967495421
05/03/2021,B,CORPORATE BONDS,1735930956,1496264513
05/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31762184966,28809055566
05/03/2021,B,STATE AGENCIES,1862222659,1737154963
05/03/2021,B,STATE/MUNICIPAL BONDS,2980709703,2837248830
05/03/2021,B,null,1359701461,1347420564
05/03/2021,C,null,23277093362,23176478943
05/03/2021,S,STOCKS,570002227,418605891
08/03/2021,B,BANK BONDS,7867468686,7048362724
08/03/2021,B,CORPORATE BONDS,1753593358,1506365187
08/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31297280443,28369173521
08/03/2021,B,STATE AGENCIES,1782157989,1658204506
08/03/2021,B,STATE/MUNICIPAL BONDS,3016114848,2870675364
08/03/2021,B,null,1408795611,1397649193
08/03/2021,C,null,25052765212,24914975507
08/03/2021,S,STOCKS,593195491,433874477
09/03/2021,B,BANK BONDS,7705311186,6892042168
09/03/2021,B,CORPORATE BONDS,1775422336,1525814579
09/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31913353990,28906130425
09/03/2021,B,STATE AGENCIES,1832363716,1707085950
09/03/2021,B,STATE/MUNICIPAL BONDS,3065907527,2882034859
09/03/2021,B,null,1321562549,1308963038
09/03/2021,C,null,25123402267,25010629539
09/03/2021,S,STOCKS,539719028,394154078
10/03/2021,B,BANK BONDS,7563033057,6789934564
10/03/2021,B,CORPORATE BONDS,1685165050,1463836241
10/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31727488275,28724419628
10/03/2021,B,STATE AGENCIES,1818671084,1695727092
10/03/2021,B,STATE/MUNICIPAL BONDS,2869647675,2716978859
10/03/2021,B,null,1516996794,1496159848
10/03/2021,C,null,23874796385,23750710974
10/03/2021,S,STOCKS,600775795,439946292
11/03/2021,B,BANK BONDS,8019440758,7207338927
11/03/2021,B,CORPORATE BONDS,1741398862,1513444999
11/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31824957863,28789368550
11/03/2021,B,STATE AGENCIES,1761883063,1638491969
11/03/2021,B,STATE/MUNICIPAL BONDS,2851461320,2699991932
11/03/2021,B,null,1486013928,1494128345
11/03/2021,C,null,24014730160,23888823789
11/03/2021,S,STOCKS,592298479,434812946
12/03/2021,B,BANK BONDS,8315173940,7450238758
12/03/2021,B,CORPORATE BONDS,1742467720,1514824756
12/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31570014873,28544483946
12/03/2021,B,STATE AGENCIES,1796928922,1676753465
12/03/2021,B,STATE/MUNICIPAL BONDS,2803593891,2655166086
12/03/2021,B,null,1552681680,1535896735
12/03/2021,C,null,24523244704,24398803708
12/03/2021,S,STOCKS,551395156,404694394
15/03/2021,B,BANK BONDS,8166977691,7317549974
15/03/2021,B,CORPORATE BONDS,1727615317,1503469199
15/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31708766809,28592094841
15/03/2021,B,STATE AGENCIES,1947157101,1822135063
15/03/2021,B,STATE/MUNICIPAL BONDS,2842509149,2691385542
15/03/2021,B,null,1594372549,1583059314
15/03/2021,C,null,24417815704,24301801932
15/03/2021,S,STOCKS,587727989,432305181
16/03/2021,B,BANK BONDS,8012202722,7177033895
16/03/2021,B,CORPORATE BONDS,1741156947,1515669775
16/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31825775686,28695322703
16/03/2021,B,STATE AGENCIES,1803869092,1685726003
16/03/2021,B,STATE/MUNICIPAL BONDS,2624554710,2480726147
16/03/2021,B,null,1647696848,1631692500
16/03/2021,C,null,24292760035,24162726595
16/03/2021,S,STOCKS,567284698,416092670
17/03/2021,B,BANK BONDS,8058683663,7215398324
17/03/2021,B,CORPORATE BONDS,1776470901,1547553547
17/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32028724996,28885946555
17/03/2021,B,STATE AGENCIES,1793948264,1676141265
17/03/2021,B,STATE/MUNICIPAL BONDS,2542199887,2401111707
17/03/2021,B,null,1764845501,1749849717
17/03/2021,C,null,24253800089,24131915886
17/03/2021,S,STOCKS,671190824,497986254
18/03/2021,B,BANK BONDS,7980209796,7146715246
18/03/2021,B,CORPORATE BONDS,1753163144,1527137989
18/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32252492287,29054564808
18/03/2021,B,STATE AGENCIES,1843513466,1722529475
18/03/2021,B,STATE/MUNICIPAL BONDS,2575748643,2434385452
18/03/2021,B,null,1664892687,1636571354
18/03/2021,C,null,25110506744,24990449784
18/03/2021,S,STOCKS,625499629,461467426
19/03/2021,B,BANK BONDS,8041559560,7201229844
19/03/2021,B,CORPORATE BONDS,1770081412,1542314529
19/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31845203255,28716517105
19/03/2021,B,STATE AGENCIES,1851333955,1726861350
19/03/2021,B,STATE/MUNICIPAL BONDS,2383319786,2246952586
19/03/2021,B,null,1699063453,1667991750
19/03/2021,C,null,25905349540,25783514679
19/03/2021,S,STOCKS,631472929,459863381
22/03/2021,B,BANK BONDS,7928156102,7094176653
22/03/2021,B,CORPORATE BONDS,1777912158,1549360500
22/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31508790853,28396620386
22/03/2021,B,STATE AGENCIES,1890821579,1760919371
22/03/2021,B,STATE/MUNICIPAL BONDS,2373979010,2228639497
22/03/2021,B,null,1883864928,1857917689
22/03/2021,C,null,28511312340,28347842486
22/03/2021,S,STOCKS,878018060,654562750
23/03/2021,B,BANK BONDS,8052454594,7208199278
23/03/2021,B,CORPORATE BONDS,1736430486,1513420689
23/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31695243820,28594325148
23/03/2021,B,STATE AGENCIES,1947569266,1814465464
23/03/2021,B,STATE/MUNICIPAL BONDS,2354667142,2217767021
23/03/2021,B,null,1805340932,1776039134
23/03/2021,C,null,28280608157,28119164814
23/03/2021,S,STOCKS,844151006,630606745
24/03/2021,B,BANK BONDS,7847887401,7011947007
24/03/2021,B,CORPORATE BONDS,1737177712,1514095899
24/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31972561662,28810770354
24/03/2021,B,STATE AGENCIES,2030110838,1911177874
24/03/2021,B,STATE/MUNICIPAL BONDS,2267789480,2137942958
24/03/2021,B,null,1678740463,1646026349
24/03/2021,C,null,25190050291,25051004438
24/03/2021,S,STOCKS,830693429,620953786
25/03/2021,B,BANK BONDS,7749281329,6924268218
25/03/2021,B,CORPORATE BONDS,1733676175,1510935202
25/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32803908323,29563433791
25/03/2021,B,STATE AGENCIES,2094342362,1952152085
25/03/2021,B,STATE/MUNICIPAL BONDS,2344645098,2209452185
25/03/2021,B,null,1629195519,1601036204
25/03/2021,C,null,23641840510,23512538854
25/03/2021,S,STOCKS,840582967,626119963
26/03/2021,B,BANK BONDS,7818810398,6990304460
26/03/2021,B,CORPORATE BONDS,1722750822,1502253220
26/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32538390213,29327670314
26/03/2021,B,STATE AGENCIES,2271499982,2120104447
26/03/2021,B,STATE/MUNICIPAL BONDS,2339999657,2205168645
26/03/2021,B,null,1604662172,1577986129
26/03/2021,C,null,23272369114,23150881585
26/03/2021,S,STOCKS,826233396,616626637
29/03/2021,B,BANK BONDS,7837932972,6990143338
29/03/2021,B,CORPORATE BONDS,1686607965,1475210471
29/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32018872969,28862455328
29/03/2021,B,STATE AGENCIES,2347044629,2188459011
29/03/2021,B,STATE/MUNICIPAL BONDS,2358963771,2225776545
29/03/2021,B,null,1700838616,1673419482
29/03/2021,C,null,22534673465,22407142871
29/03/2021,S,STOCKS,830408093,621147744
30/03/2021,B,BANK BONDS,7994910991,7148432332
30/03/2021,B,CORPORATE BONDS,1716105867,1498805444
30/03/2021,B,SOVEREIGN GOVERNMENT BONDS,31968929839,28824259358
30/03/2021,B,STATE AGENCIES,2219225991,2068452121
30/03/2021,B,STATE/MUNICIPAL BONDS,2480495974,2343322806
30/03/2021,B,null,1629615870,1600679076
30/03/2021,C,null,23194736028,23064557674
30/03/2021,S,STOCKS,688840762,517730642
31/03/2021,B,BANK BONDS,7740604257,6910684173
31/03/2021,B,CORPORATE BONDS,1693750400,1480271143
31/03/2021,B,SOVEREIGN GOVERNMENT BONDS,32378846969,29214764163
31/03/2021,B,STATE AGENCIES,2097141958,1951308228
31/03/2021,B,STATE/MUNICIPAL BONDS,2474108893,2336852761
31/03/2021,B,null,1485106816,1454357436
31/03/2021,C,null,22733205302,22617569572
31/03/2021,S,STOCKS,685681064,516109990
01/04/2021,B,BANK BONDS,8206278357,7334145820
01/04/2021,B,CORPORATE BONDS,1723033030,1506322869
01/04/2021,B,SOVEREIGN GOVERNMENT BONDS,32456921887,29253416433
01/04/2021,B,STATE AGENCIES,2164093968,2015670239
01/04/2021,B,STATE/MUNICIPAL BONDS,2763671906,2614811393
01/04/2021,B,null,1584157677,1546657599
01/04/2021,C,null,22990688264,22870647979
01/04/2021,S,STOCKS,692453610,520312968
06/04/2021,B,BANK BONDS,8200524582,7345795463
06/04/2021,B,CORPORATE BONDS,1734602419,1516475416
06/04/2021,B,SOVEREIGN GOVERNMENT BONDS,31552664518,28466257558
06/04/2021,B,STATE AGENCIES,2265206693,2175119307
06/04/2021,B,STATE/MUNICIPAL BONDS,2596366497,2487617127
06/04/2021,B,null,1573138407,1585144819
06/04/2021,C,null,23613748429,23494248489
06/04/2021,S,STOCKS,694603908,522673476
07/04/2021,B,BANK BONDS,8193551526,7334492716
07/04/2021,B,CORPORATE BONDS,1736429926,1517832269
07/04/2021,B,SOVEREIGN GOVERNMENT BONDS,31913485288,28808389531
07/04/2021,B,STATE AGENCIES,2098284807,1952029659
07/04/2021,B,STATE/MUNICIPAL BONDS,2674175258,2546923380
07/04/2021,B,null,1544463720,1559977740
07/04/2021,C,null,24028603189,23918549252
07/04/2021,S,STOCKS,693853576,513355035
08/04/2021,B,BANK BONDS,8083337686,7231101444
08/04/2021,B,CORPORATE BONDS,1740058321,1521540969
08/04/2021,B,SOVEREIGN GOVERNMENT BONDS,32076358701,28953246805
08/04/2021,B,STATE AGENCIES,2287394112,2136594663
08/04/2021,B,STATE/MUNICIPAL BONDS,2697307886,2604402946
08/04/2021,B,null,1582453669,1600912633
08/04/2021,C,null,23419859173,23329744757
08/04/2021,S,STOCKS,794407289,593828082
09/04/2021,B,BANK BONDS,8130118243,7273556874
09/04/2021,B,CORPORATE BONDS,1724603085,1507346614
09/04/2021,B,SOVEREIGN GOVERNMENT BONDS,31798557491,28683068122
09/04/2021,B,STATE AGENCIES,2339432003,2185315205
09/04/2021,B,STATE/MUNICIPAL BONDS,2676752656,2529039082
09/04/2021,B,null,1590865928,1610472077
